26,62196,4.90,981.27,70.22,93.82,1,-1,-1,-1,72
26,62193,3.55,1105.24,45.06,88.45,1,-1,-1,-1,73
27,62198,68.47,1117.85,92.32,127.24,1,-1,-1,-1,74
27,62196,5.67,983.40,70.36,93.87,1,-1,-1,-1,76
27,62193,4.53,1108.05,45.25,87.30,1,-1,-1,-1,75
28,62198,69.93,1120.91,92.17,125.97,1,-1,-1,-1,79
28,62196,6.73,985.14,70.80,94.53,1,-1,-1,-1,78
28,62193,6.17,1113.27,45.37,85.57,1,-1,-1,-1,77
29,62198,70.98,1123.07,91.65,124.04,1,-1,-1,-1,82
29,62196,7.07,986.59,71.06,94.38,1,-1,-1,-1,83
29,62193,6.66,1116.45,46.31,84.95,1,-1,-1,-1,81
30,62198,71.08,1125.45,93.25,123.38,1,-1,-1,-1,86
30,62196,7.13,987.28,71.25,94.55,1,-1,-1,-1,87
30,62193,5.92,1119.20,45.85,84.73,1,-1,-1,-1,85
31,62201,-0.00,1263.71,32.00,66.47,1,-1,-1,-1,91
31,62198,72.87,1126.96,92.26,123.12,1,-1,-1,-1,90
31,62196,7.41,988.44,70.76,94.02,1,-1,-1,-1,92
31,62193,6.42,1121.24,46.70,86.38,1,-1,-1,-1,89
32,62201,1.20,1264.08,32.72,65.93,1,-1,-1,-1,95
32,62198,73.33,1128.29,92.20,123.38,1,-1,-1,-1,94
32,62193,8.53,1123.57,46.41,86.33,1,-1,-1,-1,93
33,62201,1.33,1264.58,31.19,64.97,1,-1,-1,-1,99
33,62198,73.47,1129.36,92.16,123.57,1,-1,-1,-1,97
33,62193,8.24,1126.33,46.48,86.31,1,-1,-1,-1,96
34,62201,0.95,1263.28,32.19,65.42,1,-1,-1,-1,101
34,62198,74.05,1129.86,89.70,123.32,1,-1,-1,-1,102
34,62193,6.18,1124.97,47.76,88.97,1,-1,-1,-1,100
35,62201,0.31,1263.18,32.13,65.57,1,-1,-1,-1,103
35,62198,74.45,1131.36,86.36,121.85,1,-1,-1,-1,104
35,62193,5.48,1126.49,48.04,89.66,1,-1,-1,-1,105
36,62201,0.27,1262.87,32.40,65.48,1,-1,-1,-1,108
36,62198,75.98,1133.42,84.26,120.83,1,-1,-1,-1,106
36,62193,6.48,1131.01,48.22,88.41,1,-1,-1,-1,107
37,62201,0.36,1262.21,32.97,65.89,1,-1,-1,-1,109
37,62198,78.17,1134.64,86.09,121.46,1,-1,-1,-1,111
37,62193,5.51,1131.26,48.35,88.08,1,-1,-1,-1,110
38,62201,0.95,1261.59,33.42,66.80,1,-1,-1,-1,113
38,62193,9.78,1134.24,47.58,87.26,1,-1,-1,-1,112
39,62201,1.05,1261.09,33.80,68.35,1,-1,-1,-1,117
39,62193,10.12,1135.81,47.87,87.23,1,-1,-1,-1,115
40,62201,0.87,1260.67,35.02,70.08,1,-1,-1,-1,121
40,62193,8.03,1138.60,49.77,87.89,1,-1,-1,-1,120
41,62202,22.11,1005.01,70.95,92.19,1,-1,-1,-1,126
41,62201,0.45,1260.34,35.53,71.08,1,-1,-1,-1,125
41,62198,83.23,1133.30,98.44,134.06,1,-1,-1,-1,123
41,62193,5.33,1139.20,52.97,91.53,1,-1,-1,-1,124
42,62202,20.35,1006.25,71.14,91.04,1,-1,-1,-1,130
42,62201,0.21,1260.56,35.84,71.43,1,-1,-1,-1,129
42,62198,83.08,1134.23,100.51,137.24,1,-1,-1,-1,127
42,62193,4.44,1142.50,55.18,92.48,1,-1,-1,-1,128
43,62202,20.73,1004.73,74.42,95.09,1,-1,-1,-1,133
43,62201,-0.30,1261.04,35.48,72.10,1,-1,-1,-1,134
43,62198,82.17,1134.86,102.23,139.76,1,-1,-1,-1,131
43,62193,3.70,1144.26,56.82,94.29,1,-1,-1,-1,132
44,62202,20.80,1005.30,74.85,96.32,1,-1,-1,-1,135
44,62201,-0.22,1260.53,35.46,71.75,1,-1,-1,-1,138
44,62198,81.69,1134.16,103.73,141.84,1,-1,-1,-1,137
44,62193,3.31,1144.73,58.28,95.87,1,-1,-1,-1,136
45,62202,20.98,1006.48,75.32,96.78,1,-1,-1,-1,140
45,62201,-0.74,1261.51,34.56,71.89,1,-1,-1,-1,142
45,62198,83.00,1135.49,104.50,143.26,1,-1,-1,-1,139
45,62193,2.16,1145.56,60.19,97.61,1,-1,-1,-1,141
46,62202,21.16,1008.66,75.87,96.75,1,-1,-1,-1,144
46,62201,-0.77,1261.67,33.90,71.72,1,-1,-1,-1,146
46,62198,86.08,1136.79,104.11,142.78,1,-1,-1,-1,143
46,62193,2.61,1148.08,60.42,97.62,1,-1,-1,-1,145
47,62202,22.13,1009.71,75.57,96.82,1,-1,-1,-1,148
47,62201,-0.67,1261.56,33.41,71.31,1,-1,-1,-1,149
47,62198,89.64,1137.91,103.66,145.17,1,-1,-1,-1,147
47,62193,1.60,1149.24,60.89,99.03,1,-1,-1,-1,150
48,62202,23.24,1012.38,75.25,96.19,1,-1,-1,-1,152
48,62201,-0.89,1262.11,32.45,70.65,1,-1,-1,-1,154
48,62198,93.04,1139.35,103.23,145.27,1,-1,-1,-1,151
48,62193,1.23,1149.04,62.35,100.69,1,-1,-1,-1,153
49,62202,24.00,1013.54,75.72,96.19,1,-1,-1,-1,156
49,62201,-0.82,1261.96,31.77,70.43,1,-1,-1,-1,158
49,62198,94.52,1138.62,103.23,146.46,1,-1,-1,-1,155
49,62193,1.11,1150.42,62.83,101.54,1,-1,-1,-1,157
50,62202,24.83,1013.44,76.06,96.48,1,-1,-1,-1,160
50,62201,-0.48,1261.92,31.57,70.33,1,-1,-1,-1,162
50,62198,96.92,1138.68,102.05,146.14,1,-1,-1,-1,159
50,62193,1.46,1151.64,64.84,101.62,1,-1,-1,-1,161
51,62202,25.23,1014.13,76.63,97.02,1,-1,-1,-1,163
51,62201,-0.50,1261.47,31.14,70.49,1,-1,-1,-1,166
51,62198,98.38,1143.21,99.75,142.79,1,-1,-1,-1,165
51,62193,1.70,1154.94,66.01,101.07,1,-1,-1,-1,164
52,62202,25.96,1015.91,76.95,96.74,1,-1,-1,-1,168
52,62201,-0.44,1260.34,30.85,71.17,1,-1,-1,-1,169
52,62193,3.89,1156.26,65.50,102.55,1,-1,-1,-1,167
53,62202,27.24,1016.88,75.66,96.60,1,-1,-1,-1,170
53,62193,4.63,1158.66,64.83,103.09,1,-1,-1,-1,171
54,62202,28.28,1017.84,75.33,96.60,1,-1,-1,-1,172
61,62203,116.33,1167.11,106.19,143.01,1,-1,-1,-1,177
62,62203,118.83,1168.54,105.75,143.48,1,-1,-1,-1,179
63,62204,35.17,1020.68,83.14,102.62,1,-1,-1,-1,182
63,62203,119.65,1168.55,106.73,145.87,1,-1,-1,-1,181
64,62204,37.47,1021.11,83.27,102.94,1,-1,-1,-1,184
64,62203,119.15,1165.81,106.91,149.20,1,-1,-1,-1,183
65,62204,38.82,1022.81,83.41,103.52,1,-1,-1,-1,186
65,62203,119.86,1165.39,106.40,149.17,1,-1,-1,-1,185
66,62204,40.03,1023.37,83.94,104.37,1,-1,-1,-1,187
72,62207,48.18,1022.65,83.58,105.65,1,-1,-1,-1,199
72,62206,129.27,1178.15,119.61,156.39,1,-1,-1,-1,198
73,62206,130.96,1179.79,119.86,156.14,1,-1,-1,-1,200
74,62206,132.65,1180.49,119.68,156.19,1,-1,-1,-1,201
75,62206,135.53,1183.57,117.68,153.84,1,-1,-1,-1,204
76,62206,138.29,1185.21,115.43,152.43,1,-1,-1,-1,205
77,62206,140.70,1187.46,113.68,151.86,1,-1,-1,-1,207
78,62206,142.69,1190.19,113.41,153.09,1,-1,-1,-1,209
79,62206,148.23,1191.88,113.63,154.74,1,-1,-1,-1,211
83,62206,156.36,1198.21,123.90,169.34,1,-1,-1,-1,215
84,62206,157.50,1199.99,125.63,170.34,1,-1,-1,-1,216
85,62206,158.08,1203.36,127.78,171.72,1,-1,-1,-1,217
86,62206,159.41,1204.79,129.47,171.09,1,-1,-1,-1,218
87,62206,161.37,1208.14,130.31,169.65,1,-1,-1,-1,219
88,62206,162.86,1210.55,130.28,167.94,1,-1,-1,-1,220
89,62206,163.87,1211.70,131.18,167.96,1,-1,-1,-1,222
90,62206,165.89,1211.73,130.73,169.28,1,-1,-1,-1,224
91,62211,68.83,1030.45,91.93,113.87,1,-1,-1,-1,227
91,62206,169.18,1212.52,131.23,170.03,1,-1,-1,-1,226
92,62211,69.21,1030.71,92.67,113.44,1,-1,-1,-1,230
92,62206,170.93,1215.25,131.57,170.54,1,-1,-1,-1,229
93,62211,71.73,1029.43,90.82,112.95,1,-1,-1,-1,232
93,62206,173.31,1214.69,132.71,171.83,1,-1,-1,-1,231
94,62211,73.97,1028.56,90.80,112.87,1,-1,-1,-1,234
94,62206,176.56,1217.47,133.51,172.73,1,-1,-1,-1,233
95,62211,75.85,1028.48,90.50,113.08,1,-1,-1,-1,236
95,62206,179.80,1219.75,135.52,173.76,1,-1,-1,-1,235
96,62211,77.43,1029.31,91.15,114.18,1,-1,-1,-1,238
96,62206,183.20,1221.58,137.00,175.34,1,-1,-1,-1,237
97,62206,185.47,1223.92,138.05,176.44,1,-1,-1,-1,239
98,62206,187.81,1222.69,138.56,178.32,1,-1,-1,-1,240
99,62206,190.98,1226.70,138.59,179.08,1,-1,-1,-1,241
100,62206,191.53,1227.36,141.03,182.92,1,-1,-1,-1,243
101,62206,190.63,1230.73,142.69,184.52,1,-1,-1,-1,244
102,62206,195.29,1232.97,144.25,187.64,1,-1,-1,-1,246
103,62206,199.34,1236.47,145.34,189.88,1,-1,-1,-1,248
104,62206,202.57,1237.99,146.10,191.47,1,-1,-1,-1,249
105,62206,205.52,1238.31,146.67,193.73,1,-1,-1,-1,250
106,62206,209.01,1238.82,147.16,197.54,1,-1,-1,-1,253
107,62206,213.30,1241.06,147.12,198.66,1,-1,-1,-1,256
108,62206,217.45,1244.43,147.08,199.74,1,-1,-1,-1,258
109,62206,220.25,1248.41,148.97,199.15,1,-1,-1,-1,259
110,62206,221.63,1252.36,151.45,198.45,1,-1,-1,-1,261
111,62206,223.75,1253.67,153.56,199.67,1,-1,-1,-1,264
112,62216,29.32,1252.26,97.13,114.10,1,-1,-1,-1,269
112,62206,226.24,1256.78,155.34,199.96,1,-1,-1,-1,267
113,62217,96.86,1029.26,99.80,121.89,1,-1,-1,-1,271
113,62216,31.36,1254.04,97.04,115.52,1,-1,-1,-1,272
113,62206,229.19,1259.22,156.38,201.27,1,-1,-1,-1,270
114,62217,100.05,1027.48,100.94,125.83,1,-1,-1,-1,274
114,62216,32.93,1255.52,97.18,116.12,1,-1,-1,-1,275
114,62206,231.40,1259.04,156.33,203.80,1,-1,-1,-1,273
115,62217,102.35,1025.88,101.38,128.42,1,-1,-1,-1,277
115,62206,233.57,1260.64,157.37,205.16,1,-1,-1,-1,276
116,62217,102.96,1026.56,103.74,129.00,1,-1,-1,-1,279
116,62206,238.97,1260.95,157.55,206.10,1,-1,-1,-1,278
117,62206,243.05,1266.24,157.92,205.09,1,-1,-1,-1,280
118,62206,245.36,1270.47,159.57,204.66,1,-1,-1,-1,281
119,62206,246.87,1276.50,163.29,205.26,1,-1,-1,-1,282
120,62206,250.48,1279.00,164.94,208.15,1,-1,-1,-1,283
121,62206,254.34,1281.51,165.57,210.48,1,-1,-1,-1,285
122,62206,256.15,1284.46,166.86,213.03,1,-1,-1,-1,287
123,62206,262.10,1285.21,168.34,215.18,1,-1,-1,-1,288
124,62206,266.97,1286.42,169.99,217.85,1,-1,-1,-1,289
125,62206,270.26,1287.24,172.05,221.21,1,-1,-1,-1,290
126,62206,272.98,1290.25,173.55,224.71,1,-1,-1,-1,291
127,62206,275.44,1294.29,176.23,225.93,1,-1,-1,-1,292
128,62206,277.83,1298.05,177.36,227.59,1,-1,-1,-1,293
129,62206,281.12,1298.45,177.33,228.75,1,-1,-1,-1,294
130,62206,284.51,1302.94,178.67,228.78,1,-1,-1,-1,295
131,62206,292.44,1305.73,181.31,229.68,1,-1,-1,-1,296
132,62206,295.53,1311.31,183.21,228.59,1,-1,-1,-1,297
133,62206,298.08,1312.92,185.46,230.92,1,-1,-1,-1,299
134,62206,302.26,1319.01,186.79,231.74,1,-1,-1,-1,300
135,62206,306.76,1320.88,187.74,232.04,1,-1,-1,-1,301
136,62206,309.94,1323.27,190.10,233.12,1,-1,-1,-1,304
137,62206,314.72,1324.79,191.39,237.95,1,-1,-1,-1,308
138,62206,318.63,1326.50,193.94,241.87,1,-1,-1,-1,311
139,62223,146.88,820.63,46.94,48.51,1,-1,-1,-1,317
139,62206,322.45,1329.17,195.16,243.01,1,-1,-1,-1,315
140,62206,325.86,1333.99,196.65,246.04,1,-1,-1,-1,318
141,62206,331.82,1336.08,199.35,247.74,1,-1,-1,-1,320
142,62222,93.04,747.41,103.04,124.71,1,-1,-1,-1,322
142,62206,334.96,1340.85,201.57,248.67,1,-1,-1,-1,323
143,62222,93.05,745.99,103.53,125.68,1,-1,-1,-1,324
143,62206,338.02,1347.09,200.99,250.36,1,-1,-1,-1,325
144,62222,94.57,747.04,103.34,123.71,1,-1,-1,-1,326
144,62206,343.35,1346.55,203.22,256.58,1,-1,-1,-1,327
145,62222,96.30,745.56,102.20,124.11,1,-1,-1,-1,329
145,62206,348.07,1354.04,205.58,260.90,1,-1,-1,-1,328
146,62222,96.59,743.59,101.72,124.49,1,-1,-1,-1,331
146,62206,354.20,1361.67,208.58,261.84,1,-1,-1,-1,330
147,62222,97.71,744.46,101.44,122.86,1,-1,-1,-1,333
147,62206,356.96,1364.08,210.48,262.21,1,-1,-1,-1,332
148,62222,99.73,743.01,100.74,122.58,1,-1,-1,-1,335
149,62222,100.39,741.90,99.92,122.33,1,-1,-1,-1,337
150,62222,100.87,742.73,99.76,123.14,1,-1,-1,-1,339
151,62224,163.30,1024.31,132.44,162.95,1,-1,-1,-1,340
152,62224,165.74,1024.12,134.98,165.61,1,-1,-1,-1,342
153,62224,167.06,1022.55,137.30,168.02,1,-1,-1,-1,343
154,62224,168.26,1023.11,138.43,170.26,1,-1,-1,-1,344
155,62224,168.91,1023.15,139.48,170.67,1,-1,-1,-1,347
156,62224,171.97,1022.37,140.82,171.00,1,-1,-1,-1,349
157,62226,404.71,1401.43,236.65,289.32,1,-1,-1,-1,351
157,62224,174.30,1022.90,142.07,171.52,1,-1,-1,-1,350
158,62226,409.71,1405.57,237.59,291.73,1,-1,-1,-1,353
158,62224,175.86,1024.65,142.26,171.96,1,-1,-1,-1,352
159,62226,412.87,1412.44,238.54,292.48,1,-1,-1,-1,355
159,62224,176.33,1025.25,142.33,172.20,1,-1,-1,-1,354
160,62226,418.81,1415.25,242.17,295.37,1,-1,-1,-1,357
160,62224,178.89,1027.63,142.07,172.59,1,-1,-1,-1,356
161,62226,423.33,1418.56,245.03,300.20,1,-1,-1,-1,358
161,62224,182.32,1029.22,142.82,173.31,1,-1,-1,-1,359
162,62226,430.91,1429.39,247.35,299.92,1,-1,-1,-1,360
162,62224,184.25,1029.01,143.62,173.81,1,-1,-1,-1,361
163,62226,437.17,1431.58,250.21,303.50,1,-1,-1,-1,362
163,62224,186.17,1031.75,144.01,172.25,1,-1,-1,-1,363
164,62226,439.95,1437.44,254.51,307.60,1,-1,-1,-1,364
165,62226,445.05,1441.45,257.50,313.64,1,-1,-1,-1,365
166,62226,451.39,1440.84,262.57,322.93,1,-1,-1,-1,367
167,62226,458.91,1442.43,265.63,328.25,1,-1,-1,-1,369
167,62224,199.33,1032.45,150.56,175.51,1,-1,-1,-1,370
168,62226,465.99,1443.76,269.68,334.29,1,-1,-1,-1,371
168,62224,203.45,1032.50,152.75,177.01,1,-1,-1,-1,372
169,62226,470.68,1454.50,273.27,335.41,1,-1,-1,-1,373
169,62224,206.56,1032.09,155.53,179.03,1,-1,-1,-1,374
170,62226,473.83,1461.66,275.95,335.11,1,-1,-1,-1,376
170,62224,208.31,1032.93,157.17,180.37,1,-1,-1,-1,375
171,62226,480.18,1467.33,279.32,339.13,1,-1,-1,-1,380
171,62224,211.09,1032.69,159.23,181.94,1,-1,-1,-1,381
172,62226,488.47,1470.91,282.12,344.55,1,-1,-1,-1,384
172,62224,213.20,1033.44,160.95,182.75,1,-1,-1,-1,385
173,62227,19.63,823.24,70.57,85.39,1,-1,-1,-1,389
173,62226,496.39,1474.17,281.01,348.24,1,-1,-1,-1,387
173,62224,216.58,1034.56,160.80,184.61,1,-1,-1,-1,388
174,62226,503.46,1478.30,281.78,353.89,1,-1,-1,-1,390
174,62224,219.46,1033.03,161.26,186.56,1,-1,-1,-1,391
175,62226,511.41,1481.06,287.42,361.70,1,-1,-1,-1,392
175,62224,220.89,1035.41,162.49,189.16,1,-1,-1,-1,393
176,62226,523.12,1483.70,287.37,368.89,1,-1,-1,-1,397
176,62224,224.79,1034.79,161.92,191.17,1,-1,-1,-1,394
177,62226,530.33,1482.63,293.75,380.57,1,-1,-1,-1,398
177,62224,227.67,1033.66,162.62,193.00,1,-1,-1,-1,399
178,62226,536.75,1484.92,300.02,391.60,1,-1,-1,-1,402
178,62224,230.09,1031.80,164.60,195.82,1,-1,-1,-1,403
179,62231,24.17,819.95,71.87,88.61,1,-1,-1,-1,410
179,62230,111.76,1389.37,131.22,163.57,1,-1,-1,-1,409
179,62224,231.09,1030.19,166.93,199.32,1,-1,-1,-1,407
180,62224,233.10,1032.28,167.62,199.76,1,-1,-1,-1,411
182,62226,564.03,1485.87,322.34,430.14,1,-1,-1,-1,414
183,62226,572.20,1507.10,328.10,420.77,1,-1,-1,-1,418
184,62226,577.45,1517.67,333.25,414.35,1,-1,-1,-1,423
184,62224,247.71,1037.21,171.45,201.54,1,-1,-1,-1,425
185,62234,28.40,818.91,64.99,87.50,1,-1,-1,-1,429
185,62224,250.53,1039.22,172.81,201.57,1,-1,-1,-1,428
186,62236,0.17,758.02,27.76,65.07,1,-1,-1,-1,433
186,62234,29.88,817.90,66.04,89.14,1,-1,-1,-1,431
186,62224,254.46,1039.79,172.61,201.27,1,-1,-1,-1,432
187,62236,0.27,759.64,28.37,65.62,1,-1,-1,-1,436
187,62234,31.50,816.95,66.23,90.21,1,-1,-1,-1,435
187,62224,257.43,1038.95,173.92,202.51,1,-1,-1,-1,437
188,62236,0.24,760.65,28.64,65.35,1,-1,-1,-1,441
188,62234,32.17,816.41,66.68,91.03,1,-1,-1,-1,439
188,62224,259.20,1036.80,175.53,205.94,1,-1,-1,-1,442
189,62236,0.21,760.92,29.46,67.36,1,-1,-1,-1,445
189,62234,33.05,815.98,66.85,91.13,1,-1,-1,-1,444
189,62224,263.47,1036.45,177.87,210.15,1,-1,-1,-1,446
190,62237,632.55,1574.45,347.29,348.78,1,-1,-1,-1,448
190,62236,0.36,762.79,30.10,67.17,1,-1,-1,-1,450
190,62234,33.31,815.15,66.96,91.19,1,-1,-1,-1,449
190,62224,266.56,1036.23,179.50,213.17,1,-1,-1,-1,451
191,62238,-0.12,943.84,38.33,84.34,1,-1,-1,-1,455
191,62237,646.34,1577.83,361.35,347.39,1,-1,-1,-1,453
191,62236,0.46,764.24,30.91,67.46,1,-1,-1,-1,454
192,62238,-0.06,945.80,38.97,85.80,1,-1,-1,-1,460
192,62237,654.67,1588.03,360.10,337.69,1,-1,-1,-1,457
192,62236,0.16,765.12,31.16,68.10,1,-1,-1,-1,458
193,62237,666.17,1592.39,373.80,334.20,1,-1,-1,-1,461
193,62236,0.02,765.98,31.30,68.47,1,-1,-1,-1,464
194,62237,678.81,1600.92,372.01,325.49,1,-1,-1,-1,466
194,62236,0.14,766.98,31.64,67.80,1,-1,-1,-1,469
194,62234,32.58,815.67,71.39,94.57,1,-1,-1,-1,468
195,62237,685.40,1606.50,377.71,319.67,1,-1,-1,-1,470
195,62236,0.11,767.77,31.91,67.95,1,-1,-1,-1,474
195,62234,32.46,816.03,70.36,92.60,1,-1,-1,-1,475
196,62237,691.72,1613.31,375.58,312.36,1,-1,-1,-1,477
196,62236,0.02,767.87,32.15,68.95,1,-1,-1,-1,480
197,62239,146.73,1436.37,151.94,184.03,1,-1,-1,-1,484
197,62237,699.37,1618.98,370.53,305.70,1,-1,-1,-1,482
197,62236,0.13,768.33,32.61,69.72,1,-1,-1,-1,485
198,62242,294.15,1035.44,198.36,228.12,1,-1,-1,-1,493
198,62241,0.31,959.73,43.42,86.23,1,-1,-1,-1,494
198,62239,151.78,1438.26,149.83,185.36,1,-1,-1,-1,490
198,62237,707.64,1628.46,365.59,296.84,1,-1,-1,-1,489
198,62236,0.11,769.98,32.88,69.60,1,-1,-1,-1,491
199,62242,296.62,1036.51,200.68,228.49,1,-1,-1,-1,500
199,62239,154.50,1441.18,148.32,185.96,1,-1,-1,-1,498
199,62237,719.09,1636.78,359.50,288.34,1,-1,-1,-1,495
199,62236,0.21,770.25,33.40,70.17,1,-1,-1,-1,496
199,62234,34.02,818.76,67.80,87.66,1,-1,-1,-1,497
200,62242,298.43,1040.46,200.44,225.61,1,-1,-1,-1,505
200,62239,150.52,1444.66,149.17,185.89,1,-1,-1,-1,501
200,62237,725.89,1648.64,349.48,277.31,1,-1,-1,-1,502
200,62236,0.17,771.38,33.75,70.23,1,-1,-1,-1,503
200,62234,32.68,819.66,66.23,86.36,1,-1,-1,-1,504
201,62242,300.46,1045.13,201.47,224.91,1,-1,-1,-1,509
201,62239,151.80,1451.26,149.86,184.47,1,-1,-1,-1,507
201,62237,736.48,1656.18,341.49,268.68,1,-1,-1,-1,511
201,62236,0.27,771.75,34.28,70.29,1,-1,-1,-1,510
201,62234,35.12,817.27,68.26,90.04,1,-1,-1,-1,512
202,62242,303.53,1047.02,203.12,223.94,1,-1,-1,-1,517
202,62241,0.98,965.24,47.82,93.54,1,-1,-1,-1,515
202,62239,152.97,1453.26,151.23,185.25,1,-1,-1,-1,514
202,62236,0.22,772.99,34.65,70.00,1,-1,-1,-1,516
203,62242,308.39,1048.47,202.77,222.51,1,-1,-1,-1,521
203,62241,1.60,968.32,49.11,92.27,1,-1,-1,-1,522
203,62239,154.24,1457.58,154.59,187.48,1,-1,-1,-1,518
203,62236,0.31,772.98,35.21,70.11,1,-1,-1,-1,520
204,62242,311.84,1048.77,204.44,224.30,1,-1,-1,-1,523
204,62241,1.61,970.26,49.97,91.33,1,-1,-1,-1,526
204,62239,156.72,1457.98,156.98,189.84,1,-1,-1,-1,524
204,62236,0.25,773.60,35.61,70.17,1,-1,-1,-1,525
205,62242,319.52,1050.01,204.75,226.55,1,-1,-1,-1,528
205,62241,2.11,973.40,50.60,91.31,1,-1,-1,-1,529
205,62239,157.14,1459.71,158.74,192.63,1,-1,-1,-1,527
205,62236,0.14,774.63,35.90,70.48,1,-1,-1,-1,531
206,62242,324.60,1050.34,206.79,228.17,1,-1,-1,-1,533
206,62241,2.30,972.98,51.43,92.30,1,-1,-1,-1,534
206,62239,159.99,1463.56,160.47,194.30,1,-1,-1,-1,532
207,62242,329.56,1050.43,207.75,230.69,1,-1,-1,-1,535
207,62241,1.97,976.54,52.51,91.72,1,-1,-1,-1,537
207,62239,162.12,1465.70,162.13,197.28,1,-1,-1,-1,536
208,62242,332.12,1049.03,210.37,233.70,1,-1,-1,-1,539
208,62241,1.67,980.08,53.19,90.24,1,-1,-1,-1,540
208,62239,163.73,1466.79,162.95,199.58,1,-1,-1,-1,538
209,62242,333.99,1049.04,213.17,238.90,1,-1,-1,-1,542
209,62241,1.11,982.53,54.32,89.92,1,-1,-1,-1,544
209,62239,165.52,1471.26,163.37,199.98,1,-1,-1,-1,543
210,62242,337.10,1048.22,214.37,242.41,1,-1,-1,-1,548
210,62241,1.03,985.06,55.76,90.38,1,-1,-1,-1,546
210,62239,167.72,1476.88,164.25,200.57,1,-1,-1,-1,547
211,62244,0.20,780.95,37.56,71.39,1,-1,-1,-1,553
211,62242,343.53,1046.64,215.87,246.14,1,-1,-1,-1,550
211,62241,0.71,985.93,56.85,91.87,1,-1,-1,-1,551
